,City,Cloudiness,Country,Date,Humidity,lat,lon,Max Temp,Wind Speed
371,Saravan,90,AM,1579562260,81,39.72,45.65,0.0,2.1
372,Panjab,96,AF,1579562261,100,34.39,67.02,-16.84,0.44
373,Buta,96,CD,1579562261,39,2.79,24.73,20.25,0.82
374,Beringovskiy,0,RU,1579562261,99,63.05,179.32,-21.12,5.55
375,Ambulu,100,ID,1579562023,76,-8.35,113.61,26.78,2.19
376,Kerema,12,PG,1579562261,63,-7.96,145.78,30.58,1.75
377,Kalmunai,75,LK,1579562261,78,7.42,81.82,27.29,6.88
378,College,1,US,1579562012,75,64.86,-147.8,-22.22,1.78
379,Quebo,100,GW,1579562262,58,11.33,-14.93,21.03,1.55
380,Avallon,0,FR,1579562262,89,47.48,3.9,-0.56,2.6
381,Luderitz,0,NA,1579562262,82,-26.65,15.16,19.0,0.5
382,Montlucon,0,FR,1579562240,92,46.33,2.6,0.0,1.93
383,Lekoni,100,GA,1579562262,69,-1.58,14.26,25.8,2.74
384,Te Anau,100,NZ,1579562263,77,-45.42,167.72,16.91,1.71
385,Nemuro,100,JP,1579562263,70,43.32,145.57,-1.69,9.38
386,Bud,90,US,1579562263,68,39.45,-86.18,-2.78,4.1
387,Abu Kamal,21,SY,1579562263,81,34.45,40.92,8.91,3.42
388,Banda Aceh,95,ID,1579561995,92,5.56,95.32,23.01,1.7
389,Rades,20,TN,1579562264,72,36.77,10.28,15.0,7.7
390,Diego de Almagro,86,CL,1579562264,58,-26.37,-70.05,18.9,1.53
391,Bodden Town,20,KY,1579562264,78,19.28,-81.25,28.0,3.1
392,Huarmey,100,PE,1579562264,68,-10.07,-78.15,23.28,2.16
393,Nagato,20,JP,1579562264,65,34.38,131.2,8.0,2.1
394,Puerto Baquerizo Moreno,40,EC,1579562264,83,-0.9,-89.6,27.0,4.1
395,Blind River,1,CA,1579562264,67,46.18,-82.96,-6.0,2.1
396,Sakakah,3,SA,1579562265,52,29.97,40.21,9.0,3.6
397,Kurduvadi,0,IN,1579562265,57,18.08,75.43,20.81,3.08
398,Enshi,100,CN,1579562066,95,30.3,109.48,3.2,1.06
399,Kandi,15,BJ,1579562265,28,11.13,2.94,24.07,1.65
400,Znamenskoye,0,RU,1579562265,90,57.13,73.83,-22.88,1.23
401,Korla,86,CN,1579562266,88,41.76,86.15,-5.56,0.95
402,Mahibadhoo,75,MV,1579562266,80,3.78,72.97,27.92,7.01
403,Kalakamati,59,BW,1579562266,80,-20.59,27.31,17.76,6.05
404,Aykhal,90,RU,1579562266,83,66.0,111.5,-26.0,2.0
405,Tayoltita,22,MX,1579562267,53,24.08,-105.93,22.29,1.64
406,Uyutnoye,100,UA,1579562267,75,45.2,33.3,0.98,5.36
407,Geraldton,90,AU,1579562267,68,-28.77,114.6,21.0,9.3
408,My Tho,40,VN,1579562267,78,10.35,106.35,25.0,2.6
409,Srednekolymsk,100,RU,1579562268,97,67.45,153.68,-32.1,4.59
410,Ibipeba,91,BR,1579562141,60,-11.64,-42.01,25.45,3.77
411,Soyo,88,AO,1579562268,81,-6.13,12.37,25.69,1.98
412,Chabahar,0,IR,1579562268,74,25.29,60.64,17.62,1.32
413,Numan,0,NG,1579562269,24,9.47,12.03,23.49,1.81
414,Hamilton,90,US,1579562269,53,39.18,-84.53,-3.0,2.6
415,Lapuz,33,PH,1579562269,85,6.52,124.63,21.97,1.48
416,Borogontsy,9,RU,1579562269,98,62.67,131.17,-34.93,0.96
417,Constantine,40,DZ,1579562269,61,36.37,6.61,9.0,10.8
418,Leshukonskoye,100,RU,1579562269,95,64.9,45.76,-12.46,4.16
419,Vardo,90,NO,1579562270,86,70.37,31.11,0.0,6.7
420,Duki,93,PK,1579562270,78,30.15,68.57,4.83,1.26
421,Zhezkazgan,23,KZ,1579562048,95,47.8,67.71,-14.95,3.77
422,Yong'an,48,CN,1579562270,59,39.7,113.69,-10.15,1.02
423,Ouango,14,CF,1579562270,32,4.31,22.56,20.54,2.08
424,Lavrentiya,100,RU,1579561994,92,65.58,-171.0,-14.77,2.7
425,La Rioja,77,ES,1579562271,87,42.25,-2.5,0.0,2.6
426,Umba,98,RU,1579562271,98,66.69,34.34,0.28,5.43
427,Kupang,40,ID,1579562272,100,-10.17,123.58,26.0,1.5
428,Barra de Tecoanapa,36,MX,1579562272,67,16.52,-98.75,28.75,2.28
429,Suez,0,EG,1579562272,64,29.97,32.53,10.98,4.98
430,Mezen,100,RU,1579562272,94,65.85,44.24,-8.63,6.61
431,The Pas,1,CA,1579562272,84,53.83,-101.25,-13.0,1.5
432,Belmonte,20,BR,1579562273,74,-15.86,-38.88,27.0,4.6
433,Sumbe,100,AO,1579562273,76,-11.21,13.84,25.41,0.37
434,Haradok,100,BY,1579562274,89,55.46,29.98,1.6,6.67
435,Tres Passos,93,BR,1579562274,87,-27.46,-53.93,25.56,2.57
436,Laas,0,IT,1579562064,77,46.62,10.7,-1.67,1.0
437,Talcahuano,0,CL,1579562274,60,-36.72,-73.12,21.0,4.1
438,Hastings,0,GB,1579562124,100,50.86,0.57,3.89,2.1
439,Camapua,67,BR,1579562274,76,-19.53,-54.04,25.89,2.99
440,Belyy Yar,1,RU,1579562275,64,53.6,91.39,-18.0,4.0
441,Donetsk,41,UA,1579562027,85,48.0,37.8,-1.59,4.57
442,Nuevo Progreso,100,MX,1579562275,76,23.17,-97.95,17.22,1.34
443,Vostok,94,RU,1579562275,96,46.49,135.88,-19.87,2.16
444,Tomatlan,0,MX,1579562275,57,19.93,-105.25,27.67,1.56
445,Bushehr,0,IR,1579562276,65,28.97,50.84,13.72,2.87
446,Shunyi,20,CN,1579562024,66,40.12,116.65,-3.33,1.0
447,Quatre Cocos,40,MU,1579562276,83,-20.21,57.76,26.67,5.64
448,Vestmanna,67,FO,1579562276,68,62.16,-7.17,5.0,9.8
449,Kenai,90,US,1579562276,85,60.55,-151.26,-7.0,2.1
450,Willowmore,80,ZA,1579562276,83,-33.29,23.49,14.79,2.52
451,Saldanha,0,ZA,1579562277,68,-33.01,17.94,20.0,1.0
452,Kapoeta,25,SS,1579562277,28,4.77,33.59,27.24,3.11
453,Liwale,100,TZ,1579562277,99,-9.77,37.93,22.58,2.87
454,Touros,40,BR,1579562277,78,-5.2,-35.46,27.0,4.1
455,Kurumkan,16,RU,1579562277,85,54.3,110.3,-25.96,0.99
456,Sampit,100,ID,1579562189,94,-2.53,112.95,24.24,1.1
457,Vao,87,NC,1579562278,59,-22.67,167.48,24.84,2.67
458,Nizhneudinsk,100,RU,1579562278,80,54.91,99.03,-21.33,1.41
459,Salina,1,US,1579562278,49,38.84,-97.61,-3.0,3.6
460,Alofi,40,NU,1579562278,65,-19.06,-169.92,28.0,5.1
461,Igarka,2,RU,1579562278,95,67.47,86.58,-40.29,1.66
462,Lavumisa,23,SZ,1579562278,68,-27.31,31.89,22.0,2.6
463,Sherghati,63,IN,1579562278,68,24.57,84.78,10.63,0.7
464,Troitskoye,100,RU,1579562279,97,52.98,84.68,-19.14,1.67
465,Benguela,100,AO,1579562279,70,-12.58,13.41,27.03,1.91
466,Mahebourg,40,MU,1579562279,83,-20.41,57.7,26.67,2.85
467,Libreville,40,GA,1579562279,79,0.39,9.45,29.0,3.1
468,Greenville,1,US,1579562134,50,35.61,-77.37,2.0,3.1
469,Askiz,61,RU,1579562280,84,53.13,90.53,-19.99,2.77
470,Katsuura,20,JP,1579561989,49,35.13,140.3,9.0,10.3
471,Pisco,100,PE,1579562280,30,-13.7,-76.22,22.0,8.2
472,Quang Ngai,67,VN,1579562280,83,15.12,108.8,21.39,2.83
473,Vazhiny,100,RU,1579562280,94,60.96,34.02,2.59,6.14
474,Hillsboro,40,US,1579562254,70,45.52,-122.99,9.44,1.5
475,Nichinan,20,JP,1579562281,65,31.6,131.37,5.0,4.1
476,Coos Bay,1,US,1579562281,81,43.37,-124.22,14.44,2.6
477,Half Moon Bay,40,US,1579562281,82,37.46,-122.43,14.44,6.7
478,Obo,100,CF,1579562281,28,5.4,26.49,19.94,2.56
479,Burnie,67,AU,1579562281,65,-41.07,145.92,21.11,0.89
480,Tsiroanomandidy,100,MG,1579562282,96,-18.77,46.03,20.55,1.03
481,Roquetas de Mar,75,ES,1579562282,87,36.76,-2.61,9.44,4.1
482,Marsabit,0,KE,1579562282,40,2.33,37.99,25.7,4.89
483,Forsytheganj,100,BY,1579562282,85,52.63,29.73,0.09,6.91
484,Buraidah,0,SA,1579562282,71,26.33,43.98,10.0,1.44
485,Evanston,75,US,1579561999,62,42.04,-87.69,-1.0,1.5
486,Morro Bay,90,US,1579562283,54,35.37,-120.85,15.0,3.1
487,Flinders,0,AU,1579562283,49,-34.58,150.86,25.56,6.26
488,Perelyub,76,RU,1579562283,95,51.87,50.37,-4.53,4.95
489,El Sauzal de Rodriguez,100,MX,1579562283,79,31.9,-116.68,16.11,1.34
490,Evensk,83,RU,1579562283,83,61.95,159.23,-24.36,2.03
491,Atlantic City,1,US,1579562284,38,39.36,-74.42,-1.0,3.6
492,Roberval,75,CA,1579562284,77,48.52,-72.23,-17.0,2.1
493,Savonlinna,75,FI,1579562284,86,61.87,28.92,3.0,4.6
494,Dubbo,0,AU,1579562284,41,-32.25,148.62,24.0,3.1
495,Valparaiso,7,CL,1579562268,68,-33.04,-71.63,19.0,4.1
496,Kaeo,1,NZ,1579562284,71,-35.1,173.78,30.56,0.45
497,Mahon,40,ES,1579562285,87,39.89,4.27,14.0,11.8
498,Kardamena,20,GR,1579562285,61,36.78,27.14,8.0,7.7
499,Bodrum,0,TR,1579562252,52,37.04,27.43,8.0,1.5
500,Omboue,45,GA,1579562003,91,-1.57,9.26,24.61,1.15
501,Shenkursk,99,RU,1579562285,91,62.11,42.9,-1.77,4.38
502,Teberda,0,RU,1579562285,46,43.45,41.74,-13.22,2.43
503,Hayden,20,US,1579562285,99,47.77,-116.79,3.89,3.6
504,Wajima,100,JP,1579562286,65,37.4,136.9,4.82,11.75
505,San Patricio,5,MX,1579562286,79,19.22,-104.7,30.0,5.1
506,Kuusamo,90,FI,1579562181,95,65.97,29.18,1.0,5.1
507,Tupiza,20,BO,1579562286,69,-21.45,-65.72,14.0,5.04
508,Murgab,90,TM,1579562286,93,37.5,61.97,4.0,2.1
509,Taoudenni,17,ML,1579562286,17,22.68,-3.98,16.15,2.89
510,Mnogovershinnyy,13,RU,1579562287,82,53.94,139.92,-19.91,2.5
511,Agde,99,FR,1579562287,70,43.31,3.48,6.0,5.7
512,Abha,5,SA,1579562007,93,18.22,42.51,12.0,2.6
513,Gizo,39,SB,1579562287,69,-8.1,156.84,28.14,2.24
514,Houma,1,US,1579562083,37,29.6,-90.72,11.11,4.6
515,Poltavka,94,RU,1579562287,96,54.37,71.76,-13.27,3.59
516,Yaqui,20,MX,1579562288,28,27.37,-110.17,27.0,2.6
517,Sterling,1,US,1579562032,36,39.01,-77.43,-0.56,3.1
518,Araci,17,BR,1579562288,70,-11.33,-38.97,23.79,5.19
519,Vangaindrano,100,MG,1579562288,96,-23.35,47.6,20.82,2.58
520,Bengkulu,68,ID,1579561996,91,-3.8,102.27,23.69,1.61
521,Laguna,40,US,1579561999,76,38.42,-121.42,13.0,0.89
522,Kavaratti,17,IN,1579562289,74,10.57,72.64,27.71,5.02
523,Mahajanga,40,MG,1579562289,88,-15.72,46.32,28.0,8.2
524,Nagahama,75,JP,1579562289,67,35.38,136.27,6.11,1.0
525,Palauig,0,PH,1579562289,70,15.44,119.9,23.7,0.88
526,Dingle,63,PH,1579562015,82,11.0,122.67,22.83,5.5
527,Myaundzha,34,RU,1579562289,94,63.05,147.19,-38.03,1.37
528,Verkhoyansk,86,RU,1579562290,100,67.54,133.38,-33.54,0.28
529,Kunming,0,CN,1579562290,70,25.04,102.72,6.0,6.0
530,Amazar,100,RU,1579562290,99,53.86,120.88,-28.15,0.46
531,Blyth,75,GB,1579562290,87,55.13,-1.51,7.22,6.2
532,Boke,100,GN,1579562290,73,10.94,-14.3,21.38,0.98
533,Chany,99,RU,1579562290,91,55.31,76.76,-19.25,2.28
534,Warwick,1,US,1579562291,37,41.7,-71.42,-2.78,3.6
535,Treinta y Tres,58,UY,1579562291,64,-33.23,-54.38,24.7,5.0
536,Batticaloa,84,LK,1579562291,93,7.71,81.69,23.07,1.45
537,Anapskaya,75,RU,1579562292,82,44.89,37.38,0.0,5.0
538,Hokitika,94,NZ,1579562045,85,-42.72,170.97,15.94,2.61
539,Maoming,96,CN,1579562292,81,21.65,110.9,17.32,4.81
540,Vitoria da Conquista,19,BR,1579562292,78,-14.87,-40.84,20.96,2.88
541,Acapulco de Juarez,40,MX,1579562292,74,16.86,-99.89,30.0,1.0
542,Tabas,0,IR,1579562293,86,33.6,56.92,3.0,2.1
543,Serenje,100,ZM,1579562293,96,-13.23,30.24,18.08,0.81
544,Aswan,0,EG,1579562293,46,24.09,32.91,12.0,5.1
545,Alyangula,94,AU,1579562293,79,-13.85,136.42,29.0,3.1
546,Alugan,55,PH,1579562293,72,12.22,125.48,25.5,7.01
547,Ejea de los Caballeros,20,ES,1579562293,69,42.13,-1.14,3.33,6.7
548,Kloulklubed,75,PW,1579562002,78,7.04,134.26,26.0,2.1
549,San Quintin,97,MX,1579562294,68,30.48,-115.95,16.07,2.75
550,Daru,89,PG,1579562294,79,-9.08,143.21,29.5,2.15
551,Ust'-Karsk,100,RU,1579562294,95,52.7,118.81,-23.36,0.72
552,Raymond,1,US,1579562295,44,43.9,-70.47,-7.22,2.1
553,Wloclawek,41,PL,1579562295,90,52.65,19.07,0.56,1.79
554,Mayumba,70,GA,1579562295,78,-3.43,10.66,28.36,4.53
555,San Cristobal,20,VE,1579562295,58,7.77,-72.22,30.0,3.1
556,Manokwari,0,ID,1579562295,65,-0.87,134.08,26.64,3.01
557,Sao Jose da Coroa Grande,95,BR,1579562296,78,-8.9,-35.15,26.76,5.51
558,Pokhara,59,NP,1579562296,60,28.23,83.98,8.09,1.02
559,OEstersund,100,SE,1579562296,93,63.18,14.64,4.44,5.7
560,Karratha,26,AU,1579562296,76,-20.74,116.85,29.87,3.86
561,La Ronge,75,CA,1579562296,71,55.1,-105.28,-14.0,2.22
562,San Ignacio,20,BZ,1579562296,83,17.16,-89.07,26.11,2.1
563,Rayagada,0,IN,1579562297,89,19.17,83.42,16.03,0.57
564,Gondanglegi,76,ID,1579562297,80,-7.75,112.01,25.59,0.25
565,Bairiki Village,75,KI,1579562297,74,1.33,172.98,31.0,2.1
566,Concordia,100,AR,1579562275,89,-31.39,-58.02,25.56,0.89
567,Port-Gentil,40,GA,1579562037,88,-0.72,8.78,28.0,3.6
568,Rosetta,40,EG,1579562298,54,31.4,30.42,14.0,8.2
569,Sedlcany,2,CZ,1579562298,80,49.66,14.43,0.0,2.6
570,Quartz Hill,75,US,1579562298,30,34.65,-118.22,18.0,2.1
571,Mutsu,40,JP,1579562298,85,41.29,141.22,3.89,1.5
572,Svetlaya,0,RU,1579562298,65,46.54,138.33,-11.16,3.05
573,Monzon,68,ES,1579562146,93,41.91,0.19,8.33,1.5
574,Usinsk,80,RU,1579562299,94,65.99,57.53,-20.2,6.48
575,Sri Aman,98,MY,1579562299,100,1.24,111.46,24.0,0.51
576,Dabola,95,GN,1579562299,28,10.75,-11.12,22.34,0.88
577,Acarau,36,BR,1579562299,89,-2.89,-40.12,24.14,1.89
578,Jumla,94,NP,1579562299,95,29.27,82.18,-4.61,0.8
579,Lima,90,PE,1579562299,73,-12.04,-77.03,25.0,5.1
580,Grindavik,75,IS,1579562300,67,63.84,-22.43,1.0,15.4
581,Mangai,78,CD,1579562300,89,-4.05,19.53,22.82,0.98
582,Gagarin,96,RU,1579562300,90,55.55,35.0,0.28,6.98
583,Hecun,96,CN,1579562300,65,36.53,114.11,-1.6,0.98
584,Skelleftea,30,SE,1579562300,65,64.75,20.95,8.0,7.2
